ProgrammeCode,StudyYear,AcademicYear,Course,CourseType,CompKey
10031,2.0,2013-2014,1071,elective,PI_10031_2.0_2013-2014_1071
10033,2.0,2020-2021,1071,elective,PI_10033_2.0_2020-2021_1071
10034,2.0,2023-2024,1071,compulsory-elective,PI_10034_2.0_2023-2024_1071
10051,2.0,2021-2022,1071,elective,PI_10051_2.0_2021-2022_1071
10052,2.0,2022-2023,1071,elective,PI_10052_2.0_2022-2023_1071
10053,1.0,2015-2016,1071,compulsory,PI_10053_1.0_2015-2016_1071
10072,1.0,2017-2018,1071,elective,PI_10072_1.0_2017-2018_1071
10072,3.0,2022-2023,1071,compulsory-elective,PI_10072_3.0_2022-2023_1071
10074,1.0,2016-2017,1071,elective,PI_10074_1.0_2016-2017_1071
10074,1.0,2021-2022,1071,compulsory-elective,PI_10074_1.0_2021-2022_1071
10001,3.0,2017-2018,1072,elective,PI_10001_3.0_2017-2018_1072
10001,3.0,2021-2022,1072,elective,PI_10001_3.0_2021-2022_1072
10012,1.0,2023-2024,1072,compulsory-elective,PI_10012_1.0_2023-2024_1072
10012,3.0,2018-2019,1072,elective,PI_10012_3.0_2018-2019_1072
10013,2.0,2013-2014,1072,compulsory,PI_10013_2.0_2013-2014_1072
10013,2.0,2017-2018,1072,compulsory-elective,PI_10013_2.0_2017-2018_1072
10031,1.0,2017-2018,1072,compulsory-elective,PI_10031_1.0_2017-2018_1072
10032,3.0,2014-2015,1072,compulsory,PI_10032_3.0_2014-2015_1072
10032,3.0,2023-2024,1072,elective,PI_10032_3.0_2023-2024_1072
10041,2.0,2021-2022,1072,elective,PI_10041_2.0_2021-2022_1072
10051,3.0,2014-2015,1072,compulsory,PI_10051_3.0_2014-2015_1072
10051,3.0,2019-2020,1072,elective,PI_10051_3.0_2019-2020_1072
10054,3.0,2020-2021,1072,elective,PI_10054_3.0_2020-2021_1072
10071,1.0,2021-2022,1072,elective,PI_10071_1.0_2021-2022_1072
10072,1.0,2015-2016,1072,compulsory-elective,PI_10072_1.0_2015-2016_1072
10072,2.0,2013-2014,1072,compulsory-elective,PI_10072_2.0_2013-2014_1072
10073,1.0,2020-2021,1072,elective,PI_10073_1.0_2020-2021_1072
10073,2.0,2017-2018,1072,compulsory-elective,PI_10073_2.0_2017-2018_1072
10074,1.0,2021-2022,1072,compulsory-elective,PI_10074_1.0_2021-2022_1072
10074,1.0,2022-2023,1072,elective,PI_10074_1.0_2022-2023_1072
10074,2.0,2017-2018,1072,elective,PI_10074_2.0_2017-2018_1072
10001,2.0,2014-2015,1073,compulsory-elective,PI_10001_2.0_2014-2015_1073
10001,2.0,2015-2016,1073,compulsory,PI_10001_2.0_2015-2016_1073
10001,3.0,2019-2020,1073,elective,PI_10001_3.0_2019-2020_1073
10011,1.0,2021-2022,1073,elective,PI_10011_1.0_2021-2022_1073
10012,1.0,2017-2018,1073,elective,PI_10012_1.0_2017-2018_1073
10013,2.0,2013-2014,1073,elective,PI_10013_2.0_2013-2014_1073
10014,1.0,2014-2015,1073,compulsory,PI_10014_1.0_2014-2015_1073
10014,1.0,2022-2023,1073,elective,PI_10014_1.0_2022-2023_1073
10031,1.0,2020-2021,1073,elective,PI_10031_1.0_2020-2021_1073
10032,1.0,2023-2024,1073,compulsory,PI_10032_1.0_2023-2024_1073
10034,1.0,2013-2014,1073,elective,PI_10034_1.0_2013-2014_1073
10041,1.0,2022-2023,1073,compulsory-elective,PI_10041_1.0_2022-2023_1073
10041,2.0,2015-2016,1073,compulsory,PI_10041_2.0_2015-2016_1073
10041,2.0,2018-2019,1073,compulsory,PI_10041_2.0_2018-2019_1073
10042,1.0,2017-2018,1073,compulsory-elective,PI_10042_1.0_2017-2018_1073
10071,1.0,2018-2019,1073,compulsory-elective,PI_10071_1.0_2018-2019_1073
10072,2.0,2013-2014,1073,elective,PI_10072_2.0_2013-2014_1073
10072,3.0,2017-2018,1073,elective,PI_10072_3.0_2017-2018_1073
10074,1.0,2019-2020,1073,compulsory-elective,PI_10074_1.0_2019-2020_1073
10074,2.0,2015-2016,1073,elective,PI_10074_2.0_2015-2016_1073
10012,1.0,2021-2022,1074,elective,PI_10012_1.0_2021-2022_1074
10013,2.0,2014-2015,1074,elective,PI_10013_2.0_2014-2015_1074
10021,2.0,2014-2015,1074,compulsory-elective,PI_10021_2.0_2014-2015_1074
10021,2.0,2023-2024,1074,compulsory-elective,PI_10021_2.0_2023-2024_1074
10032,2.0,2015-2016,1074,elective,PI_10032_2.0_2015-2016_1074
10032,2.0,2020-2021,1074,compulsory,PI_10032_2.0_2020-2021_1074
10032,3.0,2015-2016,1074,compulsory-elective,PI_10032_3.0_2015-2016_1074
10033,2.0,2022-2023,1074,elective,PI_10033_2.0_2022-2023_1074
10041,2.0,2018-2019,1074,compulsory-elective,PI_10041_2.0_2018-2019_1074
10042,2.0,2013-2014,1074,elective,PI_10042_2.0_2013-2014_1074
10051,2.0,2016-2017,1074,elective,PI_10051_2.0_2016-2017_1074
10052,2.0,2018-2019,1074,elective,PI_10052_2.0_2018-2019_1074
10054,1.0,2019-2020,1074,compulsory,PI_10054_1.0_2019-2020_1074
10054,1.0,2023-2024,1074,elective,PI_10054_1.0_2023-2024_1074
10054,2.0,2021-2022,1074,elective,PI_10054_2.0_2021-2022_1074
10061,1.0,2022-2023,1074,compulsory,PI_10061_1.0_2022-2023_1074
10071,1.0,2020-2021,1074,elective,PI_10071_1.0_2020-2021_1074
10072,1.0,2017-2018,1074,compulsory-elective,PI_10072_1.0_2017-2018_1074
10073,2.0,2022-2023,1074,elective,PI_10073_2.0_2022-2023_1074
10073,3.0,2020-2021,1074,elective,PI_10073_3.0_2020-2021_1074
10001,2.0,2013-2014,1075,compulsory-elective,PI_10001_2.0_2013-2014_1075
10012,1.0,2014-2015,1075,compulsory-elective,PI_10012_1.0_2014-2015_1075
10012,2.0,2021-2022,1075,compulsory-elective,PI_10012_2.0_2021-2022_1075
10013,1.0,2013-2014,1075,compulsory,PI_10013_1.0_2013-2014_1075
10013,1.0,2019-2020,1075,elective,PI_10013_1.0_2019-2020_1075
10013,3.0,2019-2020,1075,compulsory-elective,PI_10013_3.0_2019-2020_1075
10014,1.0,2016-2017,1075,compulsory,PI_10014_1.0_2016-2017_1075
10021,2.0,2022-2023,1075,elective,PI_10021_2.0_2022-2023_1075
10032,3.0,2017-2018,1075,compulsory-elective,PI_10032_3.0_2017-2018_1075
10033,1.0,2019-2020,1075,elective,PI_10033_1.0_2019-2020_1075
10033,1.0,2022-2023,1075,elective,PI_10033_1.0_2022-2023_1075
10041,2.0,2023-2024,1075,compulsory,PI_10041_2.0_2023-2024_1075
10042,1.0,2017-2018,1075,compulsory-elective,PI_10042_1.0_2017-2018_1075
10051,2.0,2014-2015,1075,elective,PI_10051_2.0_2014-2015_1075
10051,3.0,2022-2023,1075,elective,PI_10051_3.0_2022-2023_1075
10054,2.0,2014-2015,1075,compulsory,PI_10054_2.0_2014-2015_1075
10054,2.0,2022-2023,1075,elective,PI_10054_2.0_2022-2023_1075
10061,2.0,2017-2018,1075,compulsory,PI_10061_2.0_2017-2018_1075
10073,2.0,2017-2018,1075,compulsory-elective,PI_10073_2.0_2017-2018_1075
10073,3.0,2017-2018,1075,elective,PI_10073_3.0_2017-2018_1075
10074,2.0,2014-2015,1075,compulsory,PI_10074_2.0_2014-2015_1075
10074,2.0,2015-2016,1075,elective,PI_10074_2.0_2015-2016_1075
10001,1.0,2013-2014,1076,elective,PI_10001_1.0_2013-2014_1076
10001,2.0,2018-2019,1076,elective,PI_10001_2.0_2018-2019_1076
10001,3.0,2014-2015,1076,elective,PI_10001_3.0_2014-2015_1076
10011,1.0,2023-2024,1076,compulsory,PI_10011_1.0_2023-2024_1076
10012,1.0,2022-2023,1076,compulsory-elective,PI_10012_1.0_2022-2023_1076
10013,1.0,2021-2022,1076,compulsory,PI_10013_1.0_2021-2022_1076
10013,2.0,2013-2014,1076,elective,PI_10013_2.0_2013-2014_1076
10013,2.0,2021-2022,1076,elective,PI_10013_2.0_2021-2022_1076
10014,1.0,2013-2014,1076,elective,PI_10014_1.0_2013-2014_1076
10021,1.0,2016-2017,1076,elective,PI_10021_1.0_2016-2017_1076
10033,1.0,2023-2024,1076,elective,PI_10033_1.0_2023-2024_1076
10033,2.0,2019-2020,1076,elective,PI_10033_2.0_2019-2020_1076
10034,1.0,2020-2021,1076,elective,PI_10034_1.0_2020-2021_1076
10051,2.0,2022-2023,1076,compulsory,PI_10051_2.0_2022-2023_1076
10052,2.0,2015-2016,1076,elective,PI_10052_2.0_2015-2016_1076
10054,2.0,2014-2015,1076,elective,PI_10054_2.0_2014-2015_1076
10071,1.0,2022-2023,1076,compulsory-elective,PI_10071_1.0_2022-2023_1076
10072,1.0,2018-2019,1076,elective,PI_10072_1.0_2018-2019_1076
10001,2.0,2019-2020,1077,compulsory-elective,PI_10001_2.0_2019-2020_1077
10001,3.0,2020-2021,1077,compulsory,PI_10001_3.0_2020-2021_1077
10011,1.0,2017-2018,1077,elective,PI_10011_1.0_2017-2018_1077
10012,1.0,2020-2021,1077,elective,PI_10012_1.0_2020-2021_1077
10014,1.0,2013-2014,1077,elective,PI_10014_1.0_2013-2014_1077
10021,1.0,2023-2024,1077,elective,PI_10021_1.0_2023-2024_1077
10031,2.0,2023-2024,1077,compulsory,PI_10031_2.0_2023-2024_1077
10032,1.0,2016-2017,1077,elective,PI_10032_1.0_2016-2017_1077
10032,2.0,2013-2014,1077,compulsory,PI_10032_2.0_2013-2014_1077
10033,1.0,2020-2021,1077,compulsory,PI_10033_1.0_2020-2021_1077
10033,1.0,2023-2024,1077,elective,PI_10033_1.0_2023-2024_1077
10034,2.0,2015-2016,1077,compulsory,PI_10034_2.0_2015-2016_1077
10051,1.0,2013-2014,1077,elective,PI_10051_1.0_2013-2014_1077
10051,3.0,2022-2023,1077,elective,PI_10051_3.0_2022-2023_1077
10052,1.0,2023-2024,1077,elective,PI_10052_1.0_2023-2024_1077
10071,1.0,2015-2016,1077,elective,PI_10071_1.0_2015-2016_1077
10071,2.0,2016-2017,1077,compulsory-elective,PI_10071_2.0_2016-2017_1077
10071,3.0,2013-2014,1077,compulsory-elective,PI_10071_3.0_2013-2014_1077
10073,2.0,2018-2019,1077,elective,PI_10073_2.0_2018-2019_1077
10073,3.0,2022-2023,1077,elective,PI_10073_3.0_2022-2023_1077
10074,1.0,2017-2018,1077,compulsory,PI_10074_1.0_2017-2018_1077
10001,1.0,2018-2019,1078,elective,PI_10001_1.0_2018-2019_1078
10011,3.0,2016-2017,1078,elective,PI_10011_3.0_2016-2017_1078
10011,3.0,2019-2020,1078,elective,PI_10011_3.0_2019-2020_1078
10012,1.0,2018-2019,1078,compulsory,PI_10012_1.0_2018-2019_1078
10012,1.0,2022-2023,1078,elective,PI_10012_1.0_2022-2023_1078
10012,3.0,2019-2020,1078,compulsory,PI_10012_3.0_2019-2020_1078
10014,1.0,2022-2023,1078,compulsory-elective,PI_10014_1.0_2022-2023_1078
10014,2.0,2021-2022,1078,elective,PI_10014_2.0_2021-2022_1078
10021,1.0,2018-2019,1078,compulsory-elective,PI_10021_1.0_2018-2019_1078
10032,3.0,2014-2015,1078,elective,PI_10032_3.0_2014-2015_1078
10034,1.0,2019-2020,1078,compulsory,PI_10034_1.0_2019-2020_1078
10041,2.0,2013-2014,1078,compulsory,PI_10041_2.0_2013-2014_1078
10042,2.0,2014-2015,1078,compulsory-elective,PI_10042_2.0_2014-2015_1078
10051,2.0,2023-2024,1078,elective,PI_10051_2.0_2023-2024_1078
10051,3.0,2019-2020,1078,compulsory-elective,PI_10051_3.0_2019-2020_1078
10052,1.0,2019-2020,1078,elective,PI_10052_1.0_2019-2020_1078
10052,2.0,2015-2016,1078,elective,PI_10052_2.0_2015-2016_1078
10054,1.0,2020-2021,1078,elective,PI_10054_1.0_2020-2021_1078
10061,2.0,2014-2015,1078,elective,PI_10061_2.0_2014-2015_1078
10061,2.0,2017-2018,1078,elective,PI_10061_2.0_2017-2018_1078
10071,2.0,2015-2016,1078,elective,PI_10071_2.0_2015-2016_1078
10074,2.0,2015-2016,1078,elective,PI_10074_2.0_2015-2016_1078
10001,1.0,2021-2022,1079,elective,PI_10001_1.0_2021-2022_1079
10001,3.0,2018-2019,1079,compulsory-elective,PI_10001_3.0_2018-2019_1079
10013,1.0,2022-2023,1079,elective,PI_10013_1.0_2022-2023_1079
10013,2.0,2018-2019,1079,elective,PI_10013_2.0_2018-2019_1079
10013,3.0,2022-2023,1079,compulsory-elective,PI_10013_3.0_2022-2023_1079
10021,1.0,2016-2017,1079,compulsory,PI_10021_1.0_2016-2017_1079
10021,2.0,2020-2021,1079,compulsory-elective,PI_10021_2.0_2020-2021_1079
10032,2.0,2016-2017,1079,compulsory-elective,PI_10032_2.0_2016-2017_1079
10032,3.0,2018-2019,1079,elective,PI_10032_3.0_2018-2019_1079
10041,1.0,2021-2022,1079,compulsory-elective,PI_10041_1.0_2021-2022_1079
10042,1.0,2021-2022,1079,compulsory-elective,PI_10042_1.0_2021-2022_1079
10051,2.0,2018-2019,1079,elective,PI_10051_2.0_2018-2019_1079
10051,3.0,2014-2015,1079,elective,PI_10051_3.0_2014-2015_1079
10052,2.0,2015-2016,1079,compulsory,PI_10052_2.0_2015-2016_1079
10061,1.0,2020-2021,1079,elective,PI_10061_1.0_2020-2021_1079
10011,2.0,2016-2017,1080,compulsory-elective,PI_10011_2.0_2016-2017_1080
10011,2.0,2019-2020,1080,compulsory-elective,PI_10011_2.0_2019-2020_1080
10011,3.0,2015-2016,1080,compulsory-elective,PI_10011_3.0_2015-2016_1080
10012,1.0,2014-2015,1080,elective,PI_10012_1.0_2014-2015_1080
10012,2.0,2015-2016,1080,elective,PI_10012_2.0_2015-2016_1080
10013,1.0,2019-2020,1080,compulsory,PI_10013_1.0_2019-2020_1080
10021,2.0,2020-2021,1080,compulsory-elective,PI_10021_2.0_2020-2021_1080
10031,1.0,2021-2022,1080,compulsory-elective,PI_10031_1.0_2021-2022_1080
10031,2.0,2013-2014,1080,elective,PI_10031_2.0_2013-2014_1080
10032,1.0,2021-2022,1080,elective,PI_10032_1.0_2021-2022_1080
10032,2.0,2013-2014,1080,compulsory-elective,PI_10032_2.0_2013-2014_1080
10033,1.0,2022-2023,1080,elective,PI_10033_1.0_2022-2023_1080
10033,2.0,2020-2021,1080,elective,PI_10033_2.0_2020-2021_1080
10041,1.0,2018-2019,1080,elective,PI_10041_1.0_2018-2019_1080
10042,1.0,2013-2014,1080,elective,PI_10042_1.0_2013-2014_1080
10042,2.0,2016-2017,1080,compulsory,PI_10042_2.0_2016-2017_1080
10051,1.0,2013-2014,1080,elective,PI_10051_1.0_2013-2014_1080
10051,3.0,2016-2017,1080,elective,PI_10051_3.0_2016-2017_1080
10053,1.0,2021-2022,1080,elective,PI_10053_1.0_2021-2022_1080
10054,1.0,2023-2024,1080,elective,PI_10054_1.0_2023-2024_1080
10054,3.0,2021-2022,1080,compulsory-elective,PI_10054_3.0_2021-2022_1080
10071,2.0,2019-2020,1080,compulsory,PI_10071_2.0_2019-2020_1080
10071,2.0,2023-2024,1080,compulsory-elective,PI_10071_2.0_2023-2024_1080
10071,3.0,2013-2014,1080,elective,PI_10071_3.0_2013-2014_1080
10074,1.0,2013-2014,1080,elective,PI_10074_1.0_2013-2014_1080
10001,2.0,2017-2018,1081,elective,PI_10001_2.0_2017-2018_1081
10011,2.0,2021-2022,1081,elective,PI_10011_2.0_2021-2022_1081
10011,3.0,2013-2014,1081,elective,PI_10011_3.0_2013-2014_1081
10011,3.0,2015-2016,1081,compulsory-elective,PI_10011_3.0_2015-2016_1081
10011,3.0,2023-2024,1081,compulsory-elective,PI_10011_3.0_2023-2024_1081
10012,1.0,2014-2015,1081,compulsory-elective,PI_10012_1.0_2014-2015_1081
10013,2.0,2015-2016,1081,elective,PI_10013_2.0_2015-2016_1081
10013,2.0,2021-2022,1081,elective,PI_10013_2.0_2021-2022_1081
10014,1.0,2015-2016,1081,elective,PI_10014_1.0_2015-2016_1081
10014,2.0,2013-2014,1081,elective,PI_10014_2.0_2013-2014_1081
10021,1.0,2020-2021,1081,elective,PI_10021_1.0_2020-2021_1081
10034,1.0,2022-2023,1081,elective,PI_10034_1.0_2022-2023_1081
10052,1.0,2015-2016,1081,compulsory,PI_10052_1.0_2015-2016_1081
10053,2.0,2021-2022,1081,elective,PI_10053_2.0_2021-2022_1081
10061,1.0,2014-2015,1081,elective,PI_10061_1.0_2014-2015_1081
10071,2.0,2015-2016,1081,elective,PI_10071_2.0_2015-2016_1081
10072,3.0,2014-2015,1081,compulsory-elective,PI_10072_3.0_2014-2015_1081
10074,2.0,2023-2024,1081,elective,PI_10074_2.0_2023-2024_1081
10001,1.0,2013-2014,1082,compulsory,PI_10001_1.0_2013-2014_1082
10001,1.0,2017-2018,1082,elective,PI_10001_1.0_2017-2018_1082
10001,1.0,2023-2024,1082,compulsory-elective,PI_10001_1.0_2023-2024_1082
10011,2.0,2018-2019,1082,compulsory-elective,PI_10011_2.0_2018-2019_1082
10012,3.0,2017-2018,1082,compulsory,PI_10012_3.0_2017-2018_1082
10012,3.0,2022-2023,1082,elective,PI_10012_3.0_2022-2023_1082
10013,1.0,2021-2022,1082,elective,PI_10013_1.0_2021-2022_1082
10032,1.0,2019-2020,1082,compulsory-elective,PI_10032_1.0_2019-2020_1082
10032,1.0,2021-2022,1082,compulsory-elective,PI_10032_1.0_2021-2022_1082
10032,2.0,2014-2015,1082,elective,PI_10032_2.0_2014-2015_1082
10034,1.0,2019-2020,1082,compulsory-elective,PI_10034_1.0_2019-2020_1082
10041,2.0,2021-2022,1082,elective,PI_10041_2.0_2021-2022_1082
10042,1.0,2021-2022,1082,compulsory,PI_10042_1.0_2021-2022_1082
10042,2.0,2023-2024,1082,elective,PI_10042_2.0_2023-2024_1082
10052,2.0,2014-2015,1082,elective,PI_10052_2.0_2014-2015_1082
10053,1.0,2019-2020,1082,compulsory,PI_10053_1.0_2019-2020_1082
10054,3.0,2015-2016,1082,elective,PI_10054_3.0_2015-2016_1082
10054,3.0,2017-2018,1082,compulsory,PI_10054_3.0_2017-2018_1082
10054,3.0,2019-2020,1082,elective,PI_10054_3.0_2019-2020_1082
10061,2.0,2023-2024,1082,compulsory,PI_10061_2.0_2023-2024_1082
10071,3.0,2017-2018,1082,elective,PI_10071_3.0_2017-2018_1082
10072,3.0,2016-2017,1082,compulsory-elective,PI_10072_3.0_2016-2017_1082
10074,2.0,2019-2020,1082,elective,PI_10074_2.0_2019-2020_1082
10074,2.0,2022-2023,1082,elective,PI_10074_2.0_2022-2023_1082
10001,2.0,2013-2014,1083,elective,PI_10001_2.0_2013-2014_1083
10011,1.0,2013-2014,1083,elective,PI_10011_1.0_2013-2014_1083
10011,1.0,2014-2015,1083,elective,PI_10011_1.0_2014-2015_1083
10011,2.0,2013-2014,1083,compulsory-elective,PI_10011_2.0_2013-2014_1083
10011,3.0,2020-2021,1083,compulsory-elective,PI_10011_3.0_2020-2021_1083
10012,2.0,2016-2017,1083,elective,PI_10012_2.0_2016-2017_1083
10012,3.0,2017-2018,1083,elective,PI_10012_3.0_2017-2018_1083
10013,2.0,2021-2022,1083,elective,PI_10013_2.0_2021-2022_1083
10032,3.0,2017-2018,1083,elective,PI_10032_3.0_2017-2018_1083
10034,1.0,2022-2023,1083,elective,PI_10034_1.0_2022-2023_1083
10041,2.0,2017-2018,1083,elective,PI_10041_2.0_2017-2018_1083
10052,2.0,2017-2018,1083,compulsory,PI_10052_2.0_2017-2018_1083
10061,1.0,2019-2020,1083,elective,PI_10061_1.0_2019-2020_1083
10071,1.0,2013-2014,1083,elective,PI_10071_1.0_2013-2014_1083
10071,1.0,2022-2023,1083,elective,PI_10071_1.0_2022-2023_1083
10071,2.0,2019-2020,1083,compulsory-elective,PI_10071_2.0_2019-2020_1083
10071,3.0,2015-2016,1083,compulsory-elective,PI_10071_3.0_2015-2016_1083
10072,1.0,2015-2016,1083,elective,PI_10072_1.0_2015-2016_1083
10072,1.0,2018-2019,1083,compulsory,PI_10072_1.0_2018-2019_1083
10072,2.0,2022-2023,1083,compulsory-elective,PI_10072_2.0_2022-2023_1083
10001,1.0,2016-2017,1084,compulsory-elective,PI_10001_1.0_2016-2017_1084
10011,1.0,2017-2018,1084,compulsory-elective,PI_10011_1.0_2017-2018_1084
10014,1.0,2019-2020,1084,elective,PI_10014_1.0_2019-2020_1084
10021,2.0,2015-2016,1084,elective,PI_10021_2.0_2015-2016_1084
10031,2.0,2021-2022,1084,elective,PI_10031_2.0_2021-2022_1084
10032,2.0,2017-2018,1084,compulsory,PI_10032_2.0_2017-2018_1084
10032,3.0,2022-2023,1084,compulsory-elective,PI_10032_3.0_2022-2023_1084
10042,2.0,2019-2020,1084,elective,PI_10042_2.0_2019-2020_1084
10051,1.0,2021-2022,1084,compulsory-elective,PI_10051_1.0_2021-2022_1084
10052,2.0,2022-2023,1084,compulsory,PI_10052_2.0_2022-2023_1084
10053,1.0,2023-2024,1084,compulsory-elective,PI_10053_1.0_2023-2024_1084
10054,2.0,2016-2017,1084,elective,PI_10054_2.0_2016-2017_1084
10054,3.0,2018-2019,1084,elective,PI_10054_3.0_2018-2019_1084
10054,3.0,2022-2023,1084,elective,PI_10054_3.0_2022-2023_1084
10061,1.0,2015-2016,1084,elective,PI_10061_1.0_2015-2016_1084
10071,1.0,2020-2021,1084,elective,PI_10071_1.0_2020-2021_1084
10072,3.0,2023-2024,1084,compulsory-elective,PI_10072_3.0_2023-2024_1084
10073,1.0,2019-2020,1084,elective,PI_10073_1.0_2019-2020_1084
10001,1.0,2017-2018,1085,elective,PI_10001_1.0_2017-2018_1085
10001,2.0,2013-2014,1085,compulsory-elective,PI_10001_2.0_2013-2014_1085
10011,3.0,2020-2021,1085,elective,PI_10011_3.0_2020-2021_1085
10011,3.0,2022-2023,1085,compulsory,PI_10011_3.0_2022-2023_1085
10012,3.0,2017-2018,1085,elective,PI_10012_3.0_2017-2018_1085
10032,2.0,2016-2017,1085,elective,PI_10032_2.0_2016-2017_1085
10032,2.0,2022-2023,1085,elective,PI_10032_2.0_2022-2023_1085
10032,3.0,2014-2015,1085,elective,PI_10032_3.0_2014-2015_1085
10033,1.0,2016-2017,1085,elective,PI_10033_1.0_2016-2017_1085
10041,1.0,2020-2021,1085,compulsory-elective,PI_10041_1.0_2020-2021_1085
10042,2.0,2016-2017,1085,elective,PI_10042_2.0_2016-2017_1085
10054,2.0,2018-2019,1085,elective,PI_10054_2.0_2018-2019_1085
10054,3.0,2015-2016,1085,compulsory,PI_10054_3.0_2015-2016_1085
10061,2.0,2015-2016,1085,compulsory-elective,PI_10061_2.0_2015-2016_1085
10071,1.0,2013-2014,1085,elective,PI_10071_1.0_2013-2014_1085
10072,3.0,2018-2019,1085,elective,PI_10072_3.0_2018-2019_1085
10073,2.0,2017-2018,1085,elective,PI_10073_2.0_2017-2018_1085
10073,2.0,2019-2020,1085,compulsory-elective,PI_10073_2.0_2019-2020_1085
10001,1.0,2021-2022,1086,compulsory,PI_10001_1.0_2021-2022_1086
10001,2.0,2015-2016,1086,elective,PI_10001_2.0_2015-2016_1086
10012,1.0,2018-2019,1086,compulsory,PI_10012_1.0_2018-2019_1086
10013,1.0,2013-2014,1086,elective,PI_10013_1.0_2013-2014_1086
10013,1.0,2018-2019,1086,elective,PI_10013_1.0_2018-2019_1086
10013,1.0,2020-2021,1086,compulsory,PI_10013_1.0_2020-2021_1086
10014,2.0,2014-2015,1086,compulsory-elective,PI_10014_2.0_2014-2015_1086
10021,2.0,2019-2020,1086,elective,PI_10021_2.0_2019-2020_1086
10031,2.0,2015-2016,1086,elective,PI_10031_2.0_2015-2016_1086
10033,1.0,2018-2019,1086,elective,PI_10033_1.0_2018-2019_1086
10041,2.0,2017-2018,1086,elective,PI_10041_2.0_2017-2018_1086
10041,2.0,2021-2022,1086,compulsory,PI_10041_2.0_2021-2022_1086
10042,2.0,2015-2016,1086,compulsory-elective,PI_10042_2.0_2015-2016_1086
10052,1.0,2017-2018,1086,elective,PI_10052_1.0_2017-2018_1086
10054,3.0,2016-2017,1086,compulsory-elective,PI_10054_3.0_2016-2017_1086
10061,2.0,2018-2019,1086,compulsory-elective,PI_10061_2.0_2018-2019_1086
10071,3.0,2013-2014,1086,elective,PI_10071_3.0_2013-2014_1086
10072,1.0,2019-2020,1086,elective,PI_10072_1.0_2019-2020_1086
10073,1.0,2020-2021,1086,compulsory,PI_10073_1.0_2020-2021_1086
10074,2.0,2020-2021,1086,elective,PI_10074_2.0_2020-2021_1086
10011,1.0,2014-2015,1087,elective,PI_10011_1.0_2014-2015_1087
10011,1.0,2022-2023,1087,elective,PI_10011_1.0_2022-2023_1087
10013,3.0,2020-2021,1087,elective,PI_10013_3.0_2020-2021_1087
10014,2.0,2013-2014,1087,compulsory-elective,PI_10014_2.0_2013-2014_1087
10021,2.0,2023-2024,1087,elective,PI_10021_2.0_2023-2024_1087
10031,2.0,2015-2016,1087,elective,PI_10031_2.0_2015-2016_1087
10033,1.0,2021-2022,1087,elective,PI_10033_1.0_2021-2022_1087
10034,1.0,2015-2016,1087,compulsory,PI_10034_1.0_2015-2016_1087
10034,1.0,2022-2023,1087,compulsory,PI_10034_1.0_2022-2023_1087
10034,2.0,2020-2021,1087,compulsory-elective,PI_10034_2.0_2020-2021_1087
10041,2.0,2021-2022,1087,elective,PI_10041_2.0_2021-2022_1087
10042,2.0,2013-2014,1087,elective,PI_10042_2.0_2013-2014_1087
10053,2.0,2013-2014,1087,elective,PI_10053_2.0_2013-2014_1087
10054,1.0,2019-2020,1087,elective,PI_10054_1.0_2019-2020_1087
10061,2.0,2014-2015,1087,compulsory-elective,PI_10061_2.0_2014-2015_1087
10072,3.0,2016-2017,1087,elective,PI_10072_3.0_2016-2017_1087
10073,2.0,2016-2017,1087,compulsory-elective,PI_10073_2.0_2016-2017_1087
10073,3.0,2019-2020,1087,compulsory-elective,PI_10073_3.0_2019-2020_1087
10001,1.0,2022-2023,1088,elective,PI_10001_1.0_2022-2023_1088
10011,1.0,2017-2018,1088,elective,PI_10011_1.0_2017-2018_1088
10032,3.0,2017-2018,1088,elective,PI_10032_3.0_2017-2018_1088
10032,3.0,2021-2022,1088,compulsory-elective,PI_10032_3.0_2021-2022_1088
10033,1.0,2016-2017,1088,elective,PI_10033_1.0_2016-2017_1088
10041,2.0,2013-2014,1088,elective,PI_10041_2.0_2013-2014_1088
10053,2.0,2013-2014,1088,compulsory,PI_10053_2.0_2013-2014_1088
10071,3.0,2022-2023,1088,compulsory-elective,PI_10071_3.0_2022-2023_1088
10071,3.0,2023-2024,1088,elective,PI_10071_3.0_2023-2024_1088
10072,1.0,2014-2015,1088,compulsory,PI_10072_1.0_2014-2015_1088
10072,2.0,2023-2024,1088,elective,PI_10072_2.0_2023-2024_1088
10001,1.0,2016-2017,1089,compulsory-elective,PI_10001_1.0_2016-2017_1089
10011,2.0,2019-2020,1089,compulsory-elective,PI_10011_2.0_2019-2020_1089
10011,2.0,2020-2021,1089,compulsory,PI_10011_2.0_2020-2021_1089
10012,1.0,2021-2022,1089,elective,PI_10012_1.0_2021-2022_1089
10012,3.0,2016-2017,1089,elective,PI_10012_3.0_2016-2017_1089
10013,3.0,2019-2020,1089,compulsory-elective,PI_10013_3.0_2019-2020_1089
10033,1.0,2022-2023,1089,elective,PI_10033_1.0_2022-2023_1089
10034,1.0,2015-2016,1089,compulsory-elective,PI_10034_1.0_2015-2016_1089
10071,1.0,2019-2020,1089,compulsory,PI_10071_1.0_2019-2020_1089
10071,2.0,2017-2018,1089,compulsory,PI_10071_2.0_2017-2018_1089
10072,2.0,2018-2019,1089,compulsory,PI_10072_2.0_2018-2019_1089
